date,day_of_week,is_weekend,is_holiday,month,season,temperature_celsius,max_temperature_celsius,min_temperature_celsius,humidity_percent,rainfall_mm,wind_speed_kmph,heat_index,region_name,state,area_type,population,number_of_households,industrial_activity_index,water_consumption_liters,prev_day_consumption,prev_7day_avg_consumption,prev_30day_avg_consumption,same_day_last_year_consumption,water_supplied_liters,water_loss_percentage,reservoir_level_percent,pipe_maintenance_flag,supply_restriction_flag,demand_supply_gap,consumption_per_capita,temperature_change_from_yesterday,rainfall_last_3_days,input_temperature,input_humidity,input_rainfall,input_day_type,scenario_temperature_change
2019-01-11,Friday,0,0,1,Winter,27.689800018459977,30.578846896658355,24.758260016020756,95.0,2.9376543015194674,8.125940193410068,22.004372658841937,Tirupati,Andhra Pradesh,Urban,271958,67989,3,214174319240.15906,184052730172.72086,213804550960.77396,203465603278.1511,209764304543.4914,224883035202.16702,9.75173522223668,81.10511226921608,1,0,-9.524622323446692,787527.1889047539,1.5540995898072159,4.473417621638114,27.689800018459977,95.0,2.9376543015194674,Weekday,-0.6842834252107625
2019-01-12,Saturday,1,0,1,Winter,22.435173411821893,23.128034580657292,20.00836273765081,70.65163860545931,2.92478871551097,11.172270526587129,-0.117841342845459,Tirupati,Andhra Pradesh,Urban,271958,67989,3,202393586700.66595,215145899372.03198,220233948608.08878,192273907365.63266,203952852985.5828,212513266035.69925,11.744894315320906,85.99297816146607,0,0,4.0512195995655915,744208.9833748812,-1.2078087449690573,3.370013390633728,22.435173411821893,70.65163860545931,2.92478871551097,Weekend,0.5144149819602136
2019-01-13,Sunday,1,0,1,Winter,29.359569944061963,30.056458418591177,28.831027177905,81.56034492500291,2.073063727406322,4.542303885019955,12.866341549901083,Tirupati,Andhra Pradesh,Urban,271958,67989,3,223072161816.03287,252760419311.16547,234094186447.9028,211918553725.2312,172855214337.3481,234225769906.83453,10.330045596218676,57.16106623255948,0,0,-22.884965049804965,820244.8974328127,0.7146090838732678,1.6433883026013019,29.359569944061963,81.56034492500291,2.073063727406322,Weekend,0.16039742508162919
2019-01-14,Monday,0,0,1,Winter,23.325913763026332,30.493021635203718,17.79567248806473,83.40570211699318,3.2855100007108113,12.090306472855113,7.857781289016049,Tirupati,Andhra Pradesh,Urban,271958,67989,3,192238042638.63626,202802990724.17056,180022547208.7124,182626140506.70444,216136095039.6748,201849944770.56808,10.030286556519728,76.63111025300097,0,0,-9.444987442191827,706866.6582289775,-3.3382647181810636,2.0176003513562044,23.325913763026332,83.40570211699318,3.2855100007108113,Weekday,3.3226034612163082
2019-01-15,Tuesday,0,0,1,Winter,23.41076546744708,24.54265426382831,18.45671250800861,64.76650548655678,0.0,4.019504701592309,-2.4114407347706255,Tirupati,Andhra Pradesh,Urban,271958,67989,3,232777617298.85443,254783987024.50922,247517175815.08606,221138736433.91168,297153982855.3941,244416498163.79715,8.538517193540693,50.80120400105305,0,0,-7.37391961206669,855932.2296047715,3.7440113609446084,0.0,23.41076546744708,64.76650548655678,0.0,Weekday,-1.8651833131221622
2019-01-16,Wednesday,0,0,1,Winter,24.47440747626793,24.859643915887055,23.077413162504293,30.075576426635262,0.0,8.175526706920532,-20.61860981873618,Tirupati,Andhra Pradesh,Urban,271958,67989,3,221406154262.68378,255570621719.21075,236055091793.50146,210335846549.5496,299385299785.00073,232476461975.81796,10.80995101754105,83.64607262439725,0,0,-7.024575258315512,814118.9237407385,0.12179321423432077,0.0,24.47440747626793,30.075576426635262,0.0,Weekday,0.25218965564805806
2019-01-17,Thursday,0,0,1,Winter,31.40270380838732,32.72068522869762,31.077210142696778,50.77299483343004,23.113176416162517,6.540701701842918,-2.192897561642294,Tirupati,Andhra Pradesh,Urban,271958,67989,3,182134020067.57217,194643868148.32217,182780344636.29086,173027319064.19357,187805625950.62317,191240721070.9508,11.769980934373331,63.03205377032548,0,1,-10.893647569442116,669713.779582039,1.6992041940420493,27.239057371368585,31.40270380838732,50.77299483343004,23.113176416162517,Weekday,-1.3858191905213084
2019-01-18,Friday,0,0,1,Winter,26.536497604383047,28.778378419752833,24.705386808082654,72.1929317825844,8.296288419236122,7.937295218107556,4.839671209608678,Tirupati,Andhra Pradesh,Urban,271958,67989,3,210274949626.5924,192843261210.3589,204385347626.1329,199761202145.26276,213975601068.85352,220788697107.92203,12.555329791576849,61.12642916746255,0,0,-7.176812032272203,773189.0572316034,2.19755370397438,11.720234467814898,26.536497604383047,72.1929317825844,8.296288419236122,Weekday,1.627019272001277
2019-01-19,Saturday,1,0,1,Winter,25.105019208163796,25.39600710314195,23.319548131853054,70.22929456942445,0.0,5.545337950299583,2.317392341479085,Tirupati,Andhra Pradesh,Urban,271958,67989,3,264795888867.50986,273379680612.3214,263072821579.44864,251556094424.13434,347904221145.5397,278035683310.8854,7.987965237000596,51.787170808184015,0,0,1.2411981705215513,973664.6425827144,1.2566910185285598,0.0,25.105019208163796,70.22929456942445,0.0,Weekend,-1.794508742971663
2019-01-20,Sunday,1,0,1,Winter,21.61419144243944,22.852985805266314,19.923017784027518,74.62679600126627,0.5294261849786135,5.5333388133007055,1.269376621142861,Tirupati,Andhra Pradesh,Urban,271958,67989,3,242907907901.7435,222855928196.5812,239004549780.48502,230762512506.65628,251786940510.63004,255053303296.8307,10.489933142217446,62.39585236943305,0,0,-9.710383056183229,893181.6968125354,0.4640998747152726,0.14609930075551547,21.61419144243944,74.62679600126627,0.5294261849786135,Weekend,-2.8149275487531105
2019-01-21,Monday,0,0,1,Winter,23.932764241440765,23.98981286514883,20.92517614752734,64.66361348397007,16.75356216949552,7.94446059202283,-1.9465984682138568,Tirupati,Andhra Pradesh,Urban,271958,67989,3,193995492462.24152,210633702559.04718,192444124768.04443,184295717839.12946,185595721240.62262,203695267085.3536,10.64543712067618,57.59153584671515,0,0,-6.087601484568576,713328.8686570777,0.8034234441978829,22.534747305013482,23.932764241440765,64.66361348397007,16.75356216949552,Weekday,-0.8024409437716725
2019-01-22,Tuesday,0,0,1,Winter,25.062962003908975,29.4163928272941,22.185149525653355,61.465141478232475,0.0,14.459547372534669,-2.593151904932885,Tirupati,Andhra Pradesh,Urban,271958,67989,3,239386515317.65262,239973255838.22028,245347219096.4223,227417189551.76996,211832616450.0631,251355841083.53525,11.744641273441356,72.75013008607527,0,0,16.898029332176723,880233.4011783166,-1.616596570710303,0.0,25.062962003908975,61.465141478232475,0.0,Weekday,-1.1987852908880443
2019-01-23,Wednesday,0,0,1,Winter,22.371224891596196,25.222496406154345,20.640513924608985,48.61301007669453,3.5039378647620762,5.304755985954927,-12.424248010799989,Tirupati,Andhra Pradesh,Urban,271958,67989,3,179854970836.49527,186001621942.1552,196726903415.06808,170862222294.6705,193126087073.2776,188847719378.32004,7.359533585958715,97.47188148781531,0,0,6.79440120721287,661333.6281208689,-0.9383513042094096,0.5025793928056391,22.371224891596196,48.61301007669453,3.5039378647620762,Weekday,2.7077447483308257
2019-01-24,Thursday,0,0,1,Winter,31.189081559867308,32.53927797430504,29.32053176282481,36.08358511808449,0.0,4.797138711852217,-10.566486907036758,Tirupati,Andhra Pradesh,Urban,271958,67989,3,235378226054.6147,235501651328.37756,235931136495.58157,223609314751.88394,230351271462.98242,247147137357.34543,10.240591263423799,77.71658251088124,0,0,-20.341141707356222,865494.7677752252,2.555353643797018,0.0,31.189081559867308,36.08358511808449,0.0,Weekday,-1.4969730731131072
2019-01-25,Friday,0,0,1,Winter,25.578373171464293,26.325265616901515,22.663660318601227,77.6894577609574,2.6751848141010894,9.936127848755444,6.934866957676128,Tirupati,Andhra Pradesh,Urban,271958,67989,3,220973271057.3595,266510292035.94336,240367441446.12228,209924607504.49152,266337919878.39725,232021934610.22748,8.070153078839791,80.29077189997659,0,0,5.584244868495878,812527.1955866696,-3.5174789728462286,1.0924672119814278,25.578373171464293,77.6894577609574,2.6751848141010894,Weekday,-4.078464355520201
2019-01-26,Saturday,1,0,1,Winter,28.58771127897981,33.697858597045276,28.421068182289954,82.53535578144042,2.7409478041977517,9.152196346817922,12.63610141556996,Tirupati,Andhra Pradesh,Urban,271958,67989,3,211615282067.51288,246079275873.07343,197012754099.4164,201034517964.13724,210577475816.5042,222196046170.88852,5.865115799920247,68.66319940730817,0,0,-1.3340175390315174,778117.5110403551,-1.8797595726547105,2.036706604835813,28.58771127897981,82.53535578144042,2.7409478041977517,Weekend,-2.118427043777903
2019-01-27,Sunday,1,0,1,Winter,29.775711602506192,30.096802682369866,26.66998463524807,45.21410930496684,7.040465155178444,6.339052083958454,-6.9078506785847225,Tirupati,Andhra Pradesh,Urban,271958,67989,3,210622936906.5537,199454495216.68594,202273076680.32812,200091790061.226,172777852937.67923,221154083751.8814,13.929450265832779,70.52895327957593,0,0,-11.997255079925857,774468.6198109771,0.427959821468444,6.645044295279724,29.775711602506192,45.21410930496684,7.040465155178444,Weekend,-0.44193919906644596
2019-01-28,Monday,0,0,1,Winter,28.787538550236526,33.33311173683218,24.68691574790295,52.04248278584209,0.0,12.93490314050385,-4.102862262228193,Tirupati,Andhra Pradesh,Urban,271958,67989,3,244003706813.4907,237292343446.45642,215919841964.09515,231803521472.81616,234888849296.20456,256203892154.16525,11.153113926111534,74.66875231815304,0,0,-6.279175914807666,897210.9914526901,-1.9110808812008515,0.0,28.787538550236526,52.04248278584209,0.0,Weekday,0.4069272717344462
2019-01-29,Tuesday,0,0,1,Winter,17.88873145201163,17.912649375961482,13.448899035341553,50.301406736362104,0.0,8.232104922942854,-15.968837105939219,Tirupati,Andhra Pradesh,Urban,271958,67989,3,227781302979.3441,266211234974.09705,237822355609.16098,216392237830.3769,198353637337.23276,239170368128.3113,13.046248154539315,78.08365065526988,0,0,-13.756182533847571,837560.5901622459,-2.765599461928672,0.0,17.88873145201163,50.301406736362104,0.0,Weekday,3.818833280940261
2019-01-30,Wednesday,0,0,1,Winter,27.814846183452854,27.960411067287335,25.32199583421974,50.2403614631726,0.0,8.811370477339516,-6.07663302375477,Tirupati,Andhra Pradesh,Urban,271958,67989,3,220179575050.1635,207136270800.04224,210667919024.39523,209170596297.65533,218520364211.68835,231188553802.6717,9.52210390626718,56.386545069376034,1,0,-10.767713305683326,809608.7449170958,1.510782451651512,0.0,27.814846183452854,50.2403614631726,0.0,Weekday,-1.955110489597102
2019-01-31,Thursday,0,0,1,Winter,28.756935616858947,31.0467130864865,23.34228931486539,34.95892078317942,7.43360192379935,3.117372686350512,-13.62338388808488,Tirupati,Andhra Pradesh,Urban,271958,67989,3,202223301558.04758,188823505135.56427,207992718889.42432,192112136480.14517,203681886058.4137,212334466635.94995,10.519445003442964,56.43525062343387,0,0,-5.660797986473166,743582.8383722765,-2.4220323995249133,5.010856851319345,28.756935616858947,34.95892078317942,7.43360192379935,Weekday,0.09479734263282803
2019-02-01,Friday,0,0,2,Winter,23.077222278850872,24.66663481259672,18.75251641687717,75.0943921382166,0.0,0.5850664996181321,2.9921571116301955,Tirupati,Andhra Pradesh,Urban,271958,67989,3,226549544966.02676,245482111738.03238,213752816272.64255,215222067717.7254,199469106339.16345,237877022214.32812,11.15414425436108,66.9543192093551,0,0,-1.2885412662869116,833031.3686893813,-1.2079703734316412,0.0,23.077222278850872,75.0943921382166,0.0,Weekday,-0.31135447078415895
2019-02-02,Saturday,1,0,2,Winter,26.272104216506065,27.455460643640954,25.009150774045278,65.06403993112804,0.0,8.869324570689239,0.6151783982476928,Tirupati,Andhra Pradesh,Urban,271958,67989,3,263084520047.90173,250256355104.65356,257394551886.136,249930294045.50662,344985393500.70184,276238746050.2968,11.742249406863385,65.10964701748239,0,0,-25.38124535177854,967371.8737742656,-2.016172621834808,0.0,26.272104216506065,65.06403993112804,0.0,Weekend,-0.7030269680826173
2019-02-03,Sunday,1,0,2,Winter,33.382186561376415,34.08903023570211,31.069590979715514,64.90391060646245,0.0,3.5642412626604756,7.636308903266304,Tirupati,Andhra Pradesh,Urban,271958,67989,3,248799613302.24594,269435192089.16357,221293132810.24072,236359632637.1336,291484447851.6606,261239593967.35825,10.676992814988829,63.77068129148798,0,0,-3.1813374494150484,914845.7236126385,0.49644117260067216,0.0,33.382186561376415,64.90391060646245,0.0,Weekend,-1.6996887389295836
2019-02-04,Monday,0,0,2,Winter,20.719580870455665,23.83220070322936,19.189531673891423,61.073493558290885,0.0,7.190375194119886,-7.154093457913746,Tirupati,Andhra Pradesh,Urban,271958,67989,3,246562435793.04657,258372279046.22253,250675862863.61588,234234314003.39426,210363480918.67575,258890557582.6989,9.111413479847776,75.65950739567279,0,0,3.6960592010566025,906619.5360792717,2.711275717609902,0.0,20.719580870455665,61.073493558290885,0.0,Weekday,3.753591625116132
2019-02-05,Tuesday,0,0,2,Winter,18.776726483442914,19.616632362402374,15.400259341547784,33.319196266435824,16.96044311489183,15.337255938850479,-24.514459990551984,Tirupati,Andhra Pradesh,Urban,271958,67989,3,193438655848.1869,206096617148.02145,192901044646.85278,183766723055.77756,197188111610.44717,203110588640.59625,10.218789589209786,80.88649935848038,0,0,-12.904744554453119,711281.3590634837,0.9429367142719914,32.920427821540706,18.776726483442914,33.319196266435824,16.96044311489183,Weekday,2.6908400923099554
2019-02-06,Wednesday,0,0,2,Winter,22.443921617844076,27.521315506988536,17.855270659462235,45.15592769612129,0.7421307990035184,7.525976304263032,-14.27196054696055,Tirupati,Andhra Pradesh,Urban,271958,67989,3,246107934541.26443,247479368847.85083,259572395271.4372,233802537814.2012,230349111778.33572,258413331268.32767,7.975791249479665,45.177149922013456,0,0,-17.89960899741054,904948.3175389746,-2.590157544127232,0.6175327154148489,22.443921617844076,45.15592769612129,0.7421307990035184,Weekday,3.338043050578786
2019-02-07,Thursday,0,0,2,Winter,17.48428523440947,18.177088825035504,15.395666139969215,56.313854038710836,0.0,13.546868284836036,-13.03336884708666,Tirupati,Andhra Pradesh,Urban,271958,67989,3,233661294893.39117,170645492376.34933,233026964452.5604,221978230148.7216,273146491431.2523,245344359638.06073,9.462222618890339,53.40211136887494,0,1,20.733598032498605,859181.5460232506,0.11843686802897652,0.0,17.48428523440947,56.313854038710836,0.0,Weekday,-0.048250174220006554
2019-02-08,Friday,0,0,2,Winter,24.278197940380288,26.41673528841178,23.9589072573046,51.39506989679646,0.0,7.2350683477374345,-8.971840731949278,Tirupati,Andhra Pradesh,Urban,271958,67989,3,239078669726.19617,238295608898.95383,232582606157.25003,227124736239.88635,293014566174.37744,251032603212.50598,4.698060383213976,86.37260277883692,0,0,-8.426875940803487,879101.44112766,-0.7428817319915829,0.0,24.278197940380288,51.39506989679646,0.0,Weekday,-1.5556333751817506
2019-02-09,Saturday,1,0,2,Winter,33.761352217118116,35.33491301595744,32.29322853343436,74.03517589721191,14.715550949941587,4.333616573324164,13.087892428019337,Tirupati,Andhra Pradesh,Urban,271958,67989,3,199552688714.4319,213953848789.424,188287422882.22238,189575054278.71027,220894801782.94226,209530323150.15347,9.51934920368373,64.37768788675604,0,0,-8.609661658190799,733762.8924849862,2.318659606728496,6.761329711236746,33.761352217118116,74.03517589721191,14.715550949941587,Weekend,1.2318712138885275
2019-02-10,Sunday,1,0,2,Winter,23.452267803430047,25.020436864987165,20.30524012591938,64.89199533363177,0.0,5.886968928371722,-2.300228788737506,Tirupati,Andhra Pradesh,Urban,271958,67989,3,255942079570.22205,279591819257.7108,253575867704.31226,243144975591.7109,201869402592.40298,268739183548.73315,6.8867416529521925,79.0901492701846,0,0,-25.81929407883722,941108.8461094068,3.3929127365800764,0.0,23.452267803430047,64.89199533363177,0.0,Weekend,-0.19342622374078478
2019-02-11,Monday,0,0,2,Winter,26.995680571760353,28.086517208401922,26.82484370059715,59.435479463627274,13.033018820165214,8.923405306676177,-1.7879105861946911,Tirupati,Andhra Pradesh,Urban,271958,67989,3,195741362676.0987,197977270236.53812,197212376256.15698,185954294542.29373,145528758938.46848,205528430809.90363,7.303629155788574,81.14896141034072,0,0,-4.815660669346069,719748.5004158682,0.6951634107233421,9.51566978424608,26.995680571760353,59.435479463627274,13.033018820165214,Weekday,-1.5566094508046253
2019-02-12,Tuesday,0,0,2,Winter,20.10813611192484,20.876225314866467,17.1600631600883,66.12379133571707,0.0,12.99642333338773,-4.960097801084327,Tirupati,Andhra Pradesh,Urban,271958,67989,3,239052161369.44797,263654349318.2726,244700933850.87787,227099553300.97556,275425264840.1057,251004769437.92038,6.318251537336709,50.806345498964475,0,0,0.1765902046912302,879003.9688828714,-1.4514876263069312,0.0,20.10813611192484,66.12379133571707,0.0,Weekday,-1.510765864706645
2019-02-13,Wednesday,0,0,2,Winter,17.96669451575889,20.81489118225472,10.069548321246716,46.151501308336435,0.0,9.479953702642668,-18.19614650746022,Tirupati,Andhra Pradesh,Urban,271958,67989,3,229495647066.21735,207099780701.5526,241585957360.6437,218020864712.90646,235858509937.50232,240970429419.52823,8.283284439637573,80.50464819113488,0,0,-10.756378262377739,843864.2991425784,0.24401962929072288,0.0,17.96669451575889,46.151501308336435,0.0,Weekday,-0.19211979944929974
2019-02-14,Thursday,0,0,2,Winter,21.48411787437056,23.607373680736988,19.79671754668776,59.47517264254557,19.7080063563551,9.897223217166562,-7.277423722695367,Tirupati,Andhra Pradesh,Urban,271958,67989,3,212786962900.24374,199445921293.7277,232070234103.6984,202147614755.23157,243828999038.92224,223426311045.25595,11.243619924434393,46.446629201643155,0,0,-5.744334291000463,782425.826415269,1.241344195101356,21.459072584316715,21.48411787437056,59.47517264254557,19.7080063563551,Weekday,-2.6706887174202025
2019-02-15,Friday,0,0,2,Winter,28.052928726419115,28.263425860795056,23.070045925871142,68.3968567189656,12.807807255546217,9.288854657397758,4.247382633804502,Tirupati,Andhra Pradesh,Urban,271958,67989,3,205049144578.9666,222148647022.53677,209756868701.64124,194796687350.01828,211437071967.8236,215301601807.91495,10.543157674390747,50.84877136269536,0,0,-15.810565404082624,753973.571577106,2.106305706665807,12.55449986226646,28.052928726419115,68.3968567189656,12.807807255546217,Weekday,1.3630013947452488
2019-02-16,Saturday,1,0,2,Winter,25.148780697478728,26.452269379775675,24.22126432707281,74.07425708963997,0.0,8.666401314901139,4.497030510773733,Tirupati,Andhra Pradesh,Urban,271958,67989,3,248922655760.64273,251315319667.63535,243169116132.79385,236476522972.61057,231046949008.70975,261368788548.67487,12.511512251147042,56.580890466707444,0,0,9.469778843537329,915298.1554528374,0.39310955302314926,0.0,25.148780697478728,74.07425708963997,0.0,Weekend,-2.971120746073944
2019-02-17,Sunday,1,0,2,Winter,29.448153978117183,36.344848348974935,28.359638296798206,61.23425983913136,12.654803750653512,6.663492435797685,1.6637853187546554,Tirupati,Andhra Pradesh,Urban,271958,67989,3,214106281894.99136,203030811223.16998,229193788910.80927,203400967800.2418,260783093878.9264,224811595989.74094,13.159144291461425,62.15709959270097,0,0,-18.44450511034277,787277.0129762366,-1.8373038929683965,6.301201580014431,29.448153978117183,61.23425983913136,12.654803750653512,Weekend,-1.5355951302082569
2019-02-18,Monday,0,0,2,Winter,26.171073662682602,26.319464791639902,24.146615186182792,83.25750739221115,0.0,4.631833935313104,10.620619019055901,Tirupati,Andhra Pradesh,Urban,271958,67989,3,236323445233.74634,259585291276.61945,233794916188.29834,224507272972.05902,249879303540.12292,248139617495.43365,10.332904416426112,77.38676896012224,0,0,-11.37739984251316,868970.3749613776,-1.0619939100036353,0.0,26.171073662682602,83.25750739221115,0.0,Weekday,-1.1109542383205093
2019-02-19,Tuesday,0,0,2,Winter,30.94508265553776,32.601751788380675,29.046287202271227,81.30756371984782,0.0,8.608769062553899,14.311434301913224,Tirupati,Andhra Pradesh,Urban,271958,67989,3,229189439635.31006,210112728897.6015,234591612995.48846,217729967653.54456,177080557983.29987,240648911617.07556,13.095010402660122,96.93816509643283,0,0,-11.127886904843862,842738.3626711112,-0.7754031198719683,0.0,30.94508265553776,81.30756371984782,0.0,Weekday,0.66891357997405
2019-02-20,Wednesday,0,0,2,Winter,35.05102269383175,35.15040361245314,29.667349103278383,57.34579158758926,0.0,6.447166102891486,5.106609920737583,Tirupati,Andhra Pradesh,Urban,271958,67989,3,244528990827.07816,210800636941.60046,235592311575.46848,232302541285.72424,252737387123.10593,256755440368.43207,9.967154207854495,87.82589910172126,0,0,-9.89439442518222,899142.4809238124,2.088321754138144,0.0,35.05102269383175,57.34579158758926,0.0,Weekday,3.693414651472067
2019-02-21,Thursday,0,0,2,Winter,23.203539546064704,26.403563614832166,19.695652774727684,68.85982246038463,13.087035805829078,12.14647697311258,-0.34482907719162625,Tirupati,Andhra Pradesh,Urban,271958,67989,3,207098915198.58997,224091012165.16467,212351710276.12683,196743969438.66046,227250982298.3521,217453860958.51947,9.665763839366292,72.20070529649985,0,0,-1.313266911270988,761510.6567874082,-0.7866776246547214,13.275128069319164,23.203539546064704,68.85982246038463,13.087035805829078,Weekday,2.5569037252145974
2019-02-22,Friday,0,0,2,Winter,25.232182740780743,26.155517445639745,24.574731757788925,39.60215788530121,9.462535660272207,8.748151051132266,-14.568818553934435,Tirupati,Andhra Pradesh,Urban,271958,67989,3,203146584850.36703,216259375547.74158,225119475310.41354,192989255607.84866,251214721832.11108,213303914092.8854,9.809408935226095,74.18532288655508,0,0,-9.464336145505282,746977.7864610235,0.38817998579661517,14.542175019796481,25.232182740780743,39.60215788530121,9.462535660272207,Weekday,-2.0530305988221205
2019-02-23,Saturday,1,0,2,Winter,21.499395925304135,26.195968013007157,21.302145142085173,77.92569943387264,0.0,6.334401419920405,2.9871219608203887,Tirupati,Andhra Pradesh,Urban,271958,67989,3,250223318079.9561,236237790162.78854,254942678429.8464,237712152175.95828,320829722641.70465,262734483983.9539,7.1039721991675115,37.017910650698774,0,0,-15.212328171307131,920080.740702447,1.4167128945987066,0.0,21.499395925304135,77.92569943387264,0.0,Weekend,-1.1281572614734567
2019-02-24,Sunday,1,0,2,Winter,29.362286641400722,33.93886215417494,27.286562431756987,69.75301766937991,1.0082413622061708,7.8632419509335065,6.31008795674127,Tirupati,Andhra Pradesh,Urban,271958,67989,3,220929601118.69653,261727278613.4804,209108931089.315,209883121062.7617,228993734239.99234,231976081174.63138,9.51752788428734,75.28083094771445,0,0,-17.51539424190444,812366.6195467554,2.887529208146519,0.966827254201488,29.362286641400722,69.75301766937991,1.0082413622061708,Weekend,2.2345916631762552
